genres,keywords,title,cast,director,popularity
Drama Thriller,,Beloved,Oprah Winfrey Danny Glover Thandie Newton Lisa Gay Hamilton Albert Hall,Jonathan Demme,1.453765
Drama Romance,poker sport las vegas,Lucky You,Eric Bana Drew Barrymore Robert Duvall Debra Messing Robert Downey Jr.,Curtis Hanson,6.162872
Drama Crime,con man biography fbi agent overhead camera shot attempted jailbreak,Catch Me If You Can,Leonardo DiCaprio Tom Hanks Christopher Walken Martin Sheen Nathalie Baye,Steven Spielberg,73.94404899999998
Thriller Drama History,assassination cia hotel terrorist prisoner,Zero Dark Thirty,Jessica Chastain Jason Clarke Mark Strong Joel Edgerton Chris Pratt,Kathryn Bigelow,38.306954
Romance Comedy,bowling chicago american football flat baseball,The Break-Up,Vince Vaughn Jennifer Aniston Joey Lauren Adams Cole Hauser Jon Favreau,Peyton Reed,26.251216999999997
Comedy Romance,single parent greece musical daughter single,Mamma Mia!,Meryl Streep Pierce Brosnan Amanda Seyfried Colin Firth Stellan Skarsg\u00e5rd,Phyllida Lloyd,30.780599
Comedy Romance,flower married couple florist kiss single,Valentine's Day,Jessica Alba Jessica Biel Bradley Cooper Eric Dane Patrick Dempsey,Garry Marshall,25.41929
Action Adventure Comedy,sheriff farm bikini redneck moonshine,The Dukes of Hazzard,Johnny Knoxville Seann William Scott Jessica Simpson Willie Nelson Burt Reynolds,Jay Chandrasekhar,15.982120000000002
Drama History War,based on novel japanese world war ii battle assignment invasion,The Thin Red Line,Sean Penn Adrien Brody Jim Caviezel Ben Chaplin George Clooney,Terrence Malick,40.072583
Comedy,jealousy chance wish change man change,The Change-Up,Olivia Wilde Ryan Reynolds Jason Bateman Leslie Mann Mircea Monroe,David Dobkin,32.015477000000004
Comedy Drama Romance,show business comedian wrestling,Man on the Moon,Jim Carrey Courtney Love Bob Zmuda Danny DeVito Gerry Becker,Milo\u0161 Forman,24.444186
Drama Crime,poker drug abuse 1970s overdose illegal prostitution,Casino,Robert De Niro Sharon Stone Joe Pesci James Woods Don Rickles,Martin Scorsese,40.06688
Action Crime Thriller,paris cia undercover explosive pimp,From Paris with Love,John Travolta Jonathan Rhys Meyers Kasia Smutniak Richard Durden Bing Yin,Pierre Morel,27.916284
Action Comedy Fantasy,monk homeless person injection fall knife fight,Bulletproof Monk,Seann William Scott Jaime King Karel Roden Chow Yun-fat K. C. Collins,Paul Hunter,15.207070000000002
Comedy,schizophrenia ex-cop aftercreditsstinger duringcreditsstinger,"Me, Myself & Irene",Jim Carrey Ren\u00e9e Zellweger Anthony Anderson Robert Forster Richard Jenkins,Bobby Farrelly,39.001682
Animation Comedy Family,peasant farm cow cojote family,Barnyard,Courteney Cox Kevin James Sam Elliott Danny Glover Wanda Sykes,Steve Oedekerk,10.430832
Comedy Family,holiday massachusetts neighbor christmas,Deck the Halls,Danny DeVito Matthew Broderick Kristin Davis Kristin Chenoweth Fred Armisen,John Whitesell,5.952527
Adventure Fantasy Drama Romance,moon cinema vampire werewolf fang vamp,The Twilight Saga: New Moon,Kristen Stewart Robert Pattinson Taylor Lautner Billy Burke Ashley Greene,Chris Weitz,94.815867
Adventure Animation Comedy Family Fantasy,magic liberation lordship castle robin hood,Shrek,Mike Myers Eddie Murphy Cameron Diaz John Lithgow Vincent Cassel,Andrew Adamson,67.298732
Science Fiction Thriller Romance,hotel dancer hat senator future,The Adjustment Bureau,Matt Damon Emily Blunt John Slattery Anthony Mackie Lauren Hodges,George Nolfi,26.60772
Adventure,england crusade mercifulness robin hood folk hero,Robin Hood: Prince of Thieves,Kevin Costner Morgan Freeman Christian Slater Mary Elizabeth Mastrantonio Alan Rickman,Kevin Reynolds,28.803728999999997
Comedy Drama Romance,stadium career sport sports agent,Jerry Maguire,Tom Cruise Cuba Gooding Jr. Ren\u00e9e Zellweger Kelly Preston Alison Armitage,Cameron Crowe,27.039635999999998
Comedy Fantasy,friendship love teddy bear toy comes to life wishes come true,Ted,Mark Wahlberg Mila Kunis Seth MacFarlane Joel McHale Giovanni Ribisi,Seth MacFarlane,68.87691
Comedy Romance,single parent waitress lone wolf friendship neighbor,As Good as It Gets,Jack Nicholson Helen Hunt Greg Kinnear Cuba Gooding Jr. Skeet Ulrich,James L. Brooks,37.885022
Comedy Drama,nurse hospital doctor laughter,Patch Adams,Robin Williams Philip Seymour Hoffman Bob Gunton Peter Coyote Michael Jeter,Tom Shadyac,35.537397
Comedy,journalism mustache tv news newsroom gang warfare,Anchorman 2: The Legend Continues,Will Ferrell Steve Carell Paul Rudd Christina Applegate David Koechner,Adam McKay,38.125008
Comedy Romance,love letter new hampshire ferrari liar city country contrast,Mr. Deeds,Adam Sandler Winona Ryder John Turturro Allen Covert Peter Gallagher,Steven Brill,18.121404000000002
Thriller Science Fiction Mystery,1970s secret alien train crash pistol,Super 8,Joel Courtney Elle Fanning Riley Griffiths Kyle Chandler Ryan Lee,J.J. Abrams,37.069253
Drama,biography based on true story single mother water pollution environmental law,Erin Brockovich,Julia Roberts Albert Finney Aaron Eckhart Marg Helgenberger Cherry Jones,Steven Soderbergh,30.347332
Comedy Romance,new york bet journalist therapist advertising expert,How to Lose a Guy in 10 Days,Kate Hudson Matthew McConaughey Kathryn Hahn Annie Parisse Adam Goldberg,Donald Petrie,23.854701000000002
Crime Comedy Action,high school undercover cop buddy comedy aftercreditsstinger duringcreditsstinger,22 Jump Street,Jonah Hill Channing Tatum Dave Franco Ice Cube Nick Offerman,Phil Lord,52.380982
Horror Romance,paris san francisco vampire plantation pity,Interview with the Vampire,Brad Pitt Tom Cruise Kirsten Dunst Antonio Banderas Christian Slater,Neil Jordan,50.163785
Comedy,bungee-jump scooter,Yes Man,Jim Carrey Zooey Deschanel Rhys Darby Sasha Alexander Fionnula Flanagan,Peyton Reed,43.849351
Action Comedy,spy cia espionage high school reunion reference to facebook,Central Intelligence,Dwayne Johnson Kevin Hart Amy Ryan Aaron Paul Danielle Nicolet,Rawson Marshall Thurber,45.318703
Drama Romance,divorce rebellious daughter freeze frame custody school play,Stepmom,Julia Roberts Susan Sarandon Ed Harris Jena Malone Liam Aiken,Chris Columbus,16.368282999999998
Comedy,daddys home,Daddy's Home,Will Ferrell Mark Wahlberg Linda Cardellini Thomas Haden Church Scarlett Estevez,Sean Anders,38.616744
Fantasy Comedy Music,witch cinderella prince fairy tale musical,Into the Woods,Meryl Streep Emily Blunt James Corden Anna Kendrick Chris Pine,Rob Marshall,65.90160999999999
Crime Drama Thriller,bank manager kidnapping nazi background document ultimatum,Inside Man,Denzel Washington Clive Owen Jodie Foster Christopher Plummer Willem Dafoe,Spike Lee,45.220386
Drama Action Thriller Crime,new york heroin money criminal,Payback,Mel Gibson Kris Kristofferson Gregg Henry Maria Bello David Paymer,Brian Helgeland,17.457947
Action Adventure Drama Mystery Science Fiction,gorilla kongo diamond mine diamond,Congo,Laura Linney Dylan Walsh Ernie Hudson Tim Curry Grant Heslov,Frank Marshall,10.755847
Drama Comedy Family,zoo,We Bought a Zoo,Matt Damon Scarlett Johansson Thomas Haden Church Colin Ford Maggie Elizabeth Jones,Cameron Crowe,38.629763
Action Adventure Drama Mystery Science Fiction,cataclysm code suspense end of the world time capsule,Knowing,Nicolas Cage Rose Byrne Chandler Canterbury Ben Mendelsohn Nadia Townsend,Alex Proyas,32.693093
Comedy,hotel mom romantic comedy lying living with parents pretend relationship,Failure to Launch,Matthew McConaughey Sarah Jessica Parker Zooey Deschanel Justin Bartha Bradley Cooper,Tom Dey,18.806031
Drama Horror Thriller,nun based on novel bath tub nightmare son,The Ring Two,Naomi Watts Simon Baker Elizabeth Perkins David Dorfman Gary Cole,Hideo Nakata,32.233713
Comedy Drama Romance,soulmates midlife crisis marriage crisis womanizer law school,"Crazy, Stupid, Love.",Steve Carell Julianne Moore Ryan Gosling Emma Stone Marisa Tomei,Glenn Ficarra,37.990705
Animation Comedy Family,competition moderator lasagne garfield,Garfield,Bill Murray Breckin Meyer Jennifer Love Hewitt Stephen Tobolowsky Evan Arnold,Peter Hewitt,17.667826
Comedy Family,holiday christmas,Christmas with the Kranks,Tim Allen Jamie Lee Curtis Dan Aykroyd M. Emmet Walsh Elizabeth Franz,Joe Roth,9.225166
Drama,underdog based on novel baseball teamwork sport,Moneyball,Brad Pitt Jonah Hill Philip Seymour Hoffman Robin Wright Chris Pratt,Bennett Miller,46.180421
Action Drama Science Fiction Thriller,river general research army serum,Outbreak,Dustin Hoffman Rene Russo Morgan Freeman Kevin Spacey Cuba Gooding Jr.,Wolfgang Petersen,30.397496000000004
Action Thriller Mystery,airplane conspiracy airplane crash cell phone hijack,Non-Stop,Liam Neeson Julianne Moore Scoot McNairy Michelle Dockery Nate Parker,Jaume Collet-Serra,83.295796
Adventure Family Fantasy Science Fiction Thriller,spacecraft laser teleportation telekinesis alien,Race to Witch Mountain,Dwayne Johnson AnnaSophia Robb Alexander Ludwig Carla Gugino Chris Marquette,Andy Fickman,23.935053
Action Thriller Fantasy,detective vatican fascism satanism fascist,V for Vendetta,Natalie Portman Hugo Weaving Stephen Rea Stephen Fry John Hurt,James McTeigue,84.630969
Action Adventure Comedy Western,london england indian territory emperor revenge murder,Shanghai Knights,Jackie Chan Owen Wilson Fann Wong Aaron Taylor-Johnson Aidan Gillen,David Dobkin,16.251204
Adventure Animation Comedy Family,museum product placement balloon jungle monkey,Curious George,Will Ferrell Drew Barrymore David Cross Eugene Levy Dick Van Dyke,Matthew O'Callaghan,9.894346
Comedy Family Adventure Fantasy Romance,car race victory car nascar woman director,Herbie Fully Loaded,Lindsay Lohan Michael Keaton Matt Dillon Breckin Meyer Justin Long,Angela Robinson,12.050755
Thriller,cemetery diamant suspense psychiatrist killer,Don't Say a Word,Michael Douglas Sean Bean Brittany Murphy Skye McCole Bartusiak Guy Torry,Gary Fleder,11.596207000000001
Fantasy Horror Action,witch black magic steampunk good vs evil troll,Hansel & Gretel: Witch Hunters,Jeremy Renner Gemma Arterton Famke Janssen Pihla Viitala Derek Mears,Tommy Wirkola,53.02786999999999
Thriller Drama,adultery infidelity eroticism literature lover,Unfaithful,Richard Gere Diane Lane Olivier Martinez Erik Per Sullivan Zeljko Ivanek,Adrian Lyne,14.382253
Action Thriller Science Fiction Adventure,secret identity alien teenage boy teenage hero alien teenager,I Am Number Four,Alex Pettyfer Timothy Olyphant Teresa Palmer Dianna Agron Callan McAuliffe,D.J. Caruso,43.450266
Drama Thriller,anti terror bomb assassination middle east lebanon,Syriana,George Clooney Matt Damon Jeffrey Wright Chris Cooper Amanda Peet,Stephen Gaghan,16.871194
Action Drama History Thriller War,based on novel assault rifle mercenary libya biography,13 Hours: The Secret Soldiers of Benghazi,James Badge Dale John Krasinski Max Martini Pablo Schreiber Toby Stephens,Michael Bay,42.526529
Romance Animation Adventure Comedy Family,love triangle afterlife day of the dead bullfighting,The Book of Life,Diego Luna Channing Tatum Zoe Saldana Christina Applegate Eugenio Derbez,Jorge R. Gutierrez,34.890999
Thriller,bank technology blackmail hacker seattle,Firewall,Harrison Ford Paul Bettany Virginia Madsen Carly Schroeder Jimmy Bennett,Richard Loncraine,18.186026000000002
Crime Drama Thriller,corruption assassination washington d.c. rape white house,Absolute Power,Clint Eastwood Gene Hackman Ed Harris Scott Glenn Laura Linney,Clint Eastwood,13.576765
Action Drama,poem middle east helicopter satellite navy,G.I. Jane,Demi Moore Viggo Mortensen Anne Bancroft Jason Beghe Daniel von Bargen,Ridley Scott,19.434672
Drama Thriller Mystery,brother brother relationship birthday danger of life birthday party surprising,The Game,Michael Douglas Sean Penn Deborah Kara Unger James Rebhorn Spike Jonze,David Fincher,62.925175
Horror Mystery,monster mother role burning of witches fog suffering,Silent Hill,Radha Mitchell Sean Bean Laurie Holden Deborah Kara Unger Kim Coates,Christophe Gans,32.927994
Comedy,american football strike sport coach misfit,The Replacements,Keanu Reeves Gene Hackman Brooke Langton Orlando Jones Faizon Love,Howard Deutch,14.837288000000001
Comedy,wife husband relationship sequel family reunion masturbation scat,American Reunion,Jason Biggs Alyson Hannigan Seann William Scott Chris Klein Thomas Ian Nicholas,Jon Hurwitz,39.920035
Action Adventure Crime Drama Mystery,corruption hostage pension innocence police,The Negotiator,Samuel L. Jackson Kevin Spacey David Morse Ron Rifkin John Spencer,F. Gary Gray,28.725621000000004
Action Thriller,tornado student found footage disaster movie,Into the Storm,Richard Armitage Sarah Wayne Callies Matt Walsh Nathan Kress Alycia Debnam-Carey,Steven Quale,20.566554
Action Comedy Crime,detective undercover security camera carousel  investigation,Beverly Hills Cop III,Eddie Murphy Judge Reinhold H\u00e9ctor Elizondo Gilbert R. Hill Timothy Carhart,John Landis,20.333953
Comedy Horror Fantasy,new york monster skyscraper mutant restaurant,Gremlins 2: The New Batch,Zach Galligan Phoebe Cates John Glover Robert Prosky Robert Picardo,Joe Dante,33.98637
Drama,father son relationship judge lawyer,The Judge,Robert Duvall Robert Downey Jr. Vera Farmiga Vincent D'Onofrio Jeremy Strong,David Dobkin,42.472324
Action Thriller,helicopter terrorist nuclear missile bridge train crash,The Peacemaker,George Clooney Nicole Kidman Marcel Iure\u0219 Goran Visnjic Armin Mueller-Stahl,Mimi Leder,15.931084
Horror Action Science Fiction,martial arts mutant dystopia rescue conspiracy,Resident Evil: Apocalypse,Milla Jovovich Sienna Guillory Oded Fehr Thomas Kretschmann Sophie Vavasseur,Alexander Witt,29.880121999999997
Comedy Romance,london england lovesickness thailand clumsy fellow to drop brick,Bridget Jones: The Edge of Reason,Ren\u00e9e Zellweger Hugh Grant Colin Firth Jim Broadbent Gemma Jones,Beeban Kidron,28.803802
Thriller Crime Drama,miami florida double murder divorce,Out of Time,Denzel Washington Eva Mendes Sanaa Lathan John Billingsley Dean Cain,Carl Franklin,14.993459
Action Thriller,fight inuit petrol company alaska,On Deadly Ground,Steven Seagal Michael Caine Joan Chen John C. McGinley R. Lee Ermey,Steven Seagal,9.114168
Adventure Family Science Fiction,imaginary friend outcast,The Adventures of Sharkboy and Lavagirl,Taylor Lautner Taylor Dooley Cayden Boyd David Arquette Kristin Davis,Robert Rodriguez,12.311010000000001
Drama Adventure Romance Thriller,hippie exotic island beach map group dynamics,The Beach,Leonardo DiCaprio Guillaume Canet Tilda Swinton Virginie Ledoyen Staffan Kihlbom,Danny Boyle,41.362082
Drama Comedy Romance,new york pastor world of fasion loss of parents mannequin,Raising Helen,Kate Hudson John Corbett Joan Cusack Hayden Panettiere Spencer Breslin,Garry Marshall,13.298205
Action Crime Thriller,assassination assassin ninja fighter revenge ninja,Ninja Assassin,Rain Naomie Harris Sung Kang Randall Duk Kim Rick Yune,James McTeigue,19.085403
Drama Romance,baseball trainer career legend training,For Love of the Game,Kevin Costner Kelly Preston John C. Reilly Jena Malone J.K. Simmons,Sam Raimi,9.622345
Drama Thriller Crime,blackmail strip club striptease police u.s. congress,Striptease,Demi Moore Burt Reynolds Armand Assante Ving Rhames Robert Patrick,Andrew Bergman,11.106005999999999
Family Comedy,,Marmaduke,Owen Wilson Emma Stone George Lopez Christopher Mintz-Plasse Steve Coogan,Tom Dey,12.256219999999999
Drama Fantasy,,Hereafter,Matt Damon Bryce Dallas Howard George McLaren Thierry Neuvic Cyndi Mayo Davis,Clint Eastwood,13.365715
Crime Drama Thriller,detective secret fbi homicide evidence,Murder by Numbers,Sandra Bullock Ben Chaplin Ryan Gosling Michael Pitt Agnes Bruckner,Barbet Schroeder,16.167092999999998
Action Adventure Crime Thriller,competition assassination cia bank cat,Assassins,Sylvester Stallone Antonio Banderas Julianne Moore Anatoli Davydov Muse Watson,Richard Donner,23.073933
Crime Drama Thriller,winter psychopath horror serial killer,Hannibal Rising,Gaspard Ulliel Aaran Thomas Gong Li Dominic West Rhys Ifans,Peter Webber,6.5670649999999995
Comedy Drama Romance,love of one's life therapist psychology wedding relationship,The Story of Us,Bruce Willis Michelle Pfeiffer Rob Reiner Colleen Rennison Jake Sandvig,Rob Reiner,6.22577
